138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
138,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,165,165,165,165,0,0,0,0,0,0,0,454,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,451,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
138,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,165,165,0,0,0,0,22,22,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,165,0,0,0,451,451,451,451,451,451,451,451,451,451,0,0,0,0,0,0,0,22,22,22,451,451,0,0,0,0,0,0,0,0,0,0,0,0,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,163,163,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,0,0,0,22,22,0,165,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,451,451,0,0,0,0,0,0,0,0,0,0,0,0,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,163,163,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
138,0,0,0,0,0,0,0,0,0,0,0,0,417,0,0,0,165,0,0,451,0,22,22,0,165,165,165,0,0,0,0,0,0,0,0,454,454,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,452,0,0,0,0,22,22,0,0,0,0,317,317,317,317,317,808,317,0,0,0,0,0,0,0,0,0,0,0,22,22,22,451,451,0,0,0,0,0,0,0,0,0,0,0,0,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,0,0,0,0,0,0,0,0,0,165,165,0,0,0,165,165,0,0,451,0,0,0,0,0,138
138,0,0,317,317,317,808,317,22,22,22,0,0,0,0,0,0,0,0,0,451,0,22,22,0,0,0,165,165,0,0,0,0,317,317,317,317,317,808,317,317,0,22,22,0,0,0,0,0,317,317,317,317,808,317,0,0,0,452,452,452,165,0,0,22,22,0,0,165,0,317,317,317,317,317,317,317,0,0,317,317,317,317,317,317,163,317,317,22,22,22,451,451,0,0,0,0,0,0,0,451,451,0,0,0,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,0,0,0,0,0,165,0,0,0,0,0,451,0,0,0,0,0,0,165,165,0,0,0,0,138
138,0,0,317,317,317,317,317,22,814,22,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,165,165,0,0,0,0,317,317,317,317,317,317,317,317,0,22,22,0,0,0,0,0,317,317,317,317,317,317,0,0,0,452,0,452,0,0,0,22,22,0,0,0,0,317,317,317,317,317,317,317,0,0,317,317,317,317,317,317,317,317,317,22,22,22,451,451,0,0,0,0,0,0,0,0,0,0,0,0,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,0,0,0,0,165,0,0,0,0,0,451,0,0,0,0,0,0,0,0,165,0,0,0,0,138
138,0,0,317,317,317,317,317,22,22,22,0,0,0,0,0,0,451,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,317,317,317,317,317,317,317,317,0,22,22,0,0,0,0,0,317,317,317,317,317,317,0,0,0,0,0,0,0,165,0,22,22,0,0,0,0,317,317,317,317,317,317,317,0,0,317,317,317,317,317,317,317,317,317,22,22,22,451,451,0,0,0,0,0,0,0,0,0,0,0,0,343,343,343,343,343,691,691,691,691,691,343,343,343,691,691,691,343,343,343,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
138,0,0,339,339,621,339,339,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,343,343,343,691,691,343,343,343,0,22,22,0,0,0,0,0,343,343,621,691,343,343,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,343,343,343,621,343,343,343,0,0,343,343,343,691,691,691,343,343,343,22,22,22,451,451,0,0,0,0,0,0,0,0,0,0,0,0,343,343,343,343,343,691,691,691,691,691,343,343,343,691,691,691,343,343,343,343,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
138,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,138
138,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,851,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,851,850,850,850,850,850,850,850,779,850,850,138
138,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,779,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,850,779,850,850,138
